code,name,academic_units,exam_schedule,common_information,description,mutually_exclusive,not_available,not_available_all,offered_as_bde,offered_as_ue,prerequisite,department_maintaining,grade_type,not_offered_as_bde_ue_to,not_offered_as_core_to,not_offered_as_pe_to,program_list,level
RE6016,SYSTEM THINKING & HOLISTIC DECISION MAKING,3,,SEM^S^WED^0930-1220^NH SR1^,"Many of today?s pressing problems including economy, energy, healthcare, security and environment are complex and multidisciplinary in nature, which require systematic solutions. However, our contemporary higher education system and curriculum design have been primarily established and organized
based on departmentalization and specialization. The objective of this course is to introduce students to the fundamental theories on systems and practical techniques for holistic decision making. Lectures, case studies, and hands-on projects will be used in combination for teaching and assessment. At the end of the course, students are expected to be able to identify, define, analyze, and solve fairly complex system problems that cut across multiple disciplines including engineering, management, economics and
finance etc.",,,,1,1,Opened only to REP students.,REP,Letter-Graded,,,,,10
RE6018,OPERATIONS & SUPPLY CHAINS,3,,"SEM^S^TUE^0930-1220^ABS-SR9^Teaching Wk12,13;SEM^S^TUE^0930-1220^ABS-LT4^Teaching Wk1-11","The operations function in an organization is responsible for the design, control, and improvement of systems concerned with the production and delivery of goods and services. Because operations account for a significant portion of value added and cost in any business, even a small advantage in operations can mean the difference between winning and losing in a competitive marketplace. Beyond its internal operational processes, an organization can further create value by exploring other entities either upstream or downstream in its supply chain. Supply chain management is a set of approaches utilized to efficiently integrate suppliers, manufacturers, warehouses, and retail stores and to efficiently manage material, information and financial flows so that merchandise is produced and distributed at the right quantities, to the right locations, and at the right time, in order to maximize system-wide surplus.
In this course, students will learn about operations strategy, and how it supports corporate strategy or how it inspires business model innovation. They will learn how to measure, analyze and design processes, which are critical to operational excellence. Subsequently, they will learn how to optimally leverage on the drivers of facilities, inventory, transportation, information, sourcing and pricing in order to address the complexity, uncertainty, dynamic environment, and fragmented ownership inherent in supply chains. In the process, the course will cover the success stories of Amazon's centralization, Walmart's cross-docking, Hewlett-Packard's postponement, Dell's modular design, Timbuk2's mass customization, Sport Obermeyer's quick response, Barilla's vendor-managed inventory, Ford's flexible manufacturing, and Blockbuster's revenue-sharing contract.",,,,1,1,Opened only to REP students.,REP,Letter-Graded,,,,,10
RE6019,ADVANCED TOPICS IN ENGINEERING LEADERSHIP,3,,SEM^S^TUE^1330-1620^ABS-SR9^,"As a graduate from the Renaissance Engineering Programme, you will be well-equipped to start your professional career with the technical expertise sought by many employers. However, in order to progress in your career, you will be increasingly required to lead others within your organization. In fact, many employers will look for evidence of your leadership potential when they recruit you as a fresh graduate!
Your leadership knowledge and skills will become even more important in the near future, as the 4th industrial revolution replaces many technical tasks with machine-operated systems.
This course is designed to get you really thinking about what leadership means for you, learn ways to think and act like a leader, and plan what you need to do, beyond the course, to continue to develop your own leadership.
The course will be presented in a blended learning format, which involves on-line readings, case studies and interactive activities; and in-class discussions, debates and leadership simulations.",,,,1,1,Opened only to REP students.,REP,Letter-Graded,,,,,10
SC1003,INTRODUCTION TO COMPUTATIONAL THINKING & PROGRAMMING,3,,LEC/STUDIO^SCL1^MON^0930-1020^ONLINE^,,,,,1,1,,,Letter-Graded,,,,Computer Engineering Year 1,1
SC1004,LINEAR ALGEBRA FOR COMPUTING,4,2024-11-2309:00-11:00,LEC/STUDIO^SCL1^FRI^0830-1020^ONLINE^;LEC/STUDIO^SCL1^MON^1630-1720^ONLINE^,"This course aims to support you to learn mathematical concepts related to linear algebra and complex numbers. You will develop set of mathematical skills for applications in computer science and engineering, e.g., machine learning, computer graphics, data science etc.","CE1004, CE1012, CE1104, CZ1012, CZ1104, MH1200, MH2802","ACDA, DSAI, ECDS, EEE, EEEC, ENG(EEE), ENG(NULL), IEM, MACS, MAEO, MATH, PHY","(Admyr 2011-2023),",1,1,SC1003(Corequisite),CSC(CE),Letter-Graded,,,,Computer Engineering Year 1,1
SC1005,DIGITAL LOGIC,3,2024-11-2214:30-15:30,LEC/STUDIO^SCL1^MON^0830-0920^ONLINE^;LEC/STUDIO^SCL1^THU^1630-1720^ONLINE^,"This course aims to develop your ability to analyse and design digital circuits. The design and behaviour of modern digital equipment (e.g. mobile phones and personal computers) are based on functions of binary variables. This course provides you the knowledge to analyse the theoretical characteristics and the skills required for practical technology driven implementations of digital circuits. 
This course provides an introductory perspective of digital circuits design. It is relevant for anyone pursuing a career in the ICT industry - including those in digital systems, computer architecture and microprocessor based systems design.","CE1005, CE1105, CZ1005, CZ1105, EE2004, EE2104, IE2104, IM1004","BUS(BA), EEE, EEE 1, EEEC, ENE(Direct Entry), ENG(EEE), ENG(NULL), IEEC, IEM","(Admyr 2011-2020),",1,0,,CSC(CE),Letter-Graded,,,,Computer Engineering Year 1,1
SC1006,COMPUTER ORGANISATION & ARCHITECTURE,3,2024-11-2713:00-14:00,LEC/STUDIO^SCL2^FRI^1230-1320^LT4^;LEC/STUDIO^SCL2^MON^1530-1620^LT4^,Computer Hardware Decomposition; Solid-state memory subsystems; Magnetic memory; Input/Output techniques; The central processor unit; How high level code is `executed?; Quantifying and comparing performance;  Computer arithmetic; Towards higher speed.,"CE1006, CE1106, CZ1006, CZ1106","EEE, EEE 1, EEEC, ENG(EEE), ENG(NULL), IEEC, IEM","(Admyr 2011-2020),",1,0,SC1005(Corequisite),CSC(CE),Letter-Graded,,,,Computer Engineering Year 1,1
SC1007,DATA STRUCTURES & ALGORITHMS,3,,LEC/STUDIO^SCL2^MON^1030-1120^LT7^;LEC/STUDIO^SCL2^FRI^1630-1720^LT4^,"This course aims to (i) teach the concepts, implementations and applications of data structures such as arrays, linked lists, stacks, queues and trees that are important for building efficient algorithms; (ii) provide an introduction to algorithm analysis and design.  These are essential for future computer science and computer engineering courses.","CE1007, CE1107, CT2001, CZ1007, CZ1107","EEE, EEEC, ENG(EEE), ENG(NULL), IEEC, IEM","(Admyr 2011-2020), (Admyr 2024-2024),",1,0,SC1003,CSC(CE),Letter-Graded,,,,Computer Engineering Year 1,1
SC1013,PHYSICS FOR COMPUTING,2,,LEC/STUDIO^SCL1^TUE^0830-1020^ONLINE^Teaching Wk1-4;LEC/STUDIO^SCL1^TUE^0830-0920^ONLINE^Teaching Wk5-13;LEC/STUDIO^SCL1^THU^0830-0920^ONLINE^,"Course Content
Optics, Electrics, Electronics, and Magnetism.
Learning Outcome
Upon completion of the course, students should be able to:
a. Explain basic knowledge of all the selected topics
b. Identify the contribution of physics in some computing systems
c. Realize and appreciate the interdisciplinary nature of many innovative systems
d. Self-reflect whether you are more aware of the importance of Physics and more sensitive to the progress of physics, and consider to propose novel physics-computing systems","CE1013, CE1113, CZ1013, CZ1113",,(Admyr 2011-2020),1,1,,CSC(CE),Pass/Fail,,,,Computer Engineering Year 1,1
SC1015,INTRODUCTION TO DATA SCIENCE & ARTIFICIAL INTELLIGENCE,3,,LEC/STUDIO^SCL1^WED^1630-1720^LT10^;LAB^FEL1^MON^1230-1420^HPL^,"This course will start with the core principles of Data Science, and will equip you with the basic tool and techniques of data handling, exploratory data analysis, data visualization, data-based inference, and data-focussed communication. The course will also introduce you to the fundamentals of Artificial Intelligence - state space representation, uninformed search, and reinforcement learning. 
The course will motivate you to work closely with data and make data-driven decisions in your field of study. The course will also touch upon ethical issues in Data Science and Artificial Intelligence, and motivate you to explore the cutting-edge applications related to Big Data, Neural Networks and Deep Learning. Python will be the language of choice to introduce hands-on computational techniques.","CB0494, CE1015, CE1115, CE4073, CH0494, CV0003, CZ1015, CZ1016, CZ1115, CZ4073, EE0005, IE0005, MA0218, MS0003, PS0002",,(Admyr 2011-2020),1,1,SC1003,CSC(CE),Letter-Graded,,,,Computer Engineering Year 1,1
SC1301,WRITING ACROSS THE DISCIPLINES,3,,,"This course has two aims.
The first supports you in thinking, reading and writing critically about concepts found in the various disciplines of the humanities. Writings in the humanities contain abstract concepts that often turn into scientifi c and technological reality. It is important for you as a scholar to learn how concepts in STEM disciplines have roots that go back to the humanities. It is also relevant for you to understand how scientifi c and engineering innovations have objectives that promote the quality of life for all members of our human race. You will learn to identify different methodologies and approaches to texts and discuss the rhetoric and reasoning employed in these texts. You will then apply these approaches to the real world of scientific and engineering technologies and events.
The second aim is to support your communication and presentation of scientific and technical concepts to the lay public. You will learn to explain technical terms in STEM fields in language that the non-scientific public can understand. You will learn to write and present persuasively, so that the lay public will be convinced of the scientific findings and results. This is important for you as a STEM scholar, as you will be facing policy makers and politicians in your career, and you should acquire the skills and techniques of persuasion and rhetoric.","CY0001, RE0011, SP0001",,,1,1,Must be a Turing AI Scholar,SOH,Letter-Graded,,,,,1
SC2000,PROBABILITY & STATISTICS FOR COMPUTING,3,,LEC/STUDIO^SCL2^FRI^0930-1020^LT19A^;LEC/STUDIO^SCL2^MON^1230-1320^LT1A^,"This course aims to develop your foundation in engineering mathematics, particularly in probability and statistics.    
This course provides the basic engineering mathematics foundation that is necessary for anyone pursuing a computer science and engineering degree course.","CE2100, CZ2100","EEE, EEE 1, EEEC, ENG(EEE), ENG(NULL), IEEC, IEM","(Admyr 2011-2020),",1,1,MH1810,CSC(CE),Letter-Graded,,,,"Business And Computer Engineering Year 4, Computer Science And Economics Year 5, Computer Engineering And Economics Year 5, Business And Computing Year 4, Computer Engineering Year 1, Computer Science Year 3, Computer Engineering Year 4, Business And Computing Year 3, Computer Engineering Year 3, Computer Science Year 4",2
